128, band 9 module 3 CCD column 374 from OLCI S3A spectral characterisation S3A_O_CCDB_V7.02_2015_20_11_OL/NetCDF/S3A_OL_CCDB_CHAR_AllFiles.20151120093949_1.nc4 created Fri Feb 12 17:55:38 2016
Number of data points:
200
Wavenumber (cm-1)   Filter response
    14657.860976       0.000000
    14659.618406       0.000001
    14661.376258       0.000001
    14663.135844       0.000001
    14664.894539       0.000002
    14666.653657       0.000003
    14668.414510       0.000005
    14670.174472       0.000007
    14671.934856       0.000011
    14673.696977       0.000016
    14675.458207       0.000024
    14677.219860       0.000035
    14678.983251       0.000052
    14680.745750       0.000075
    14682.508673       0.000108
    14684.273335       0.000155
    14686.037105       0.000220
    14687.801299       0.000310
    14689.567233       0.000434
    14691.332275       0.000602
    14693.097742       0.000829
    14694.864950       0.001133
    14696.631266       0.001537
    14698.398006       0.002068
    14700.166489       0.002762
    14701.934080       0.003661
    14703.702095       0.004815
    14705.471855       0.006286
    14707.240722       0.008144
    14709.010014       0.010472
    14710.781052       0.013364
    14712.551196       0.016925
    14714.321766       0.021276
    14716.094084       0.026544
    14717.865507       0.032870
    14719.637356       0.040400
    14721.410955       0.049288
    14723.183658       0.059688
    14724.956789       0.071750
    14726.730346       0.085621
    14728.505655       0.101430
    14730.280067       0.119292
    14732.054907       0.139293
    14733.831499       0.161492
    14735.607195       0.185910
    14737.383319       0.212528
    14739.161197       0.241282
    14740.938178       0.272064
    14742.715588       0.304715
    14744.494753       0.339033
    14746.273020       0.374770
    14748.051716       0.411644
    14749.832169       0.449335
    14751.611724       0.487506
    14753.391709       0.525801
    14755.173452       0.563863
    14756.954296       0.601337
    14758.735570       0.637889
    14760.518604       0.673206
    14762.300738       0.707012
    14764.083303       0.739070
    14765.867630       0.769188
    14767.651057       0.797221
    14769.434914       0.823076
    14771.220534       0.846702
    14773.005254       0.868098
    14774.790406       0.887298
    14776.577321       0.904374
    14778.363336       0.919426
    14780.149783       0.932575
    14781.937995       0.943959
    14783.725306       0.953727
    14785.513049       0.962032
    14787.302559       0.969028
    14789.091168       0.974868
    14790.880209       0.979696
    14792.671019       0.983650
    14794.460926       0.986857
    14796.251267       0.989436
    14798.043378       0.991493
    14799.834586       0.993122
    14801.626228       0.994408
    14803.419641       0.995423
    14805.212150       0.996226
    14807.005094       0.996871
    14808.799811       0.997396
    14810.593624       0.997835
    14812.387872       0.998211
    14814.182554       0.998540
    14815.979012       0.998834
    14817.774564       0.999100
    14819.570553       0.999341
    14821.368317       0.999559
    14823.165176       0.999753
    14824.962472       0.999923
    14826.761544       0.999989
    14828.559712       1.000000
    14830.358315       0.999987
    14832.158698       0.999951
    14833.958175       0.999891
    14835.758089       0.999807
    14837.559783       0.999698
    14839.360571       0.999563
    14841.161796       0.999400
    14842.964803       0.999205
    14844.766902       0.998978
    14846.569440       0.998713
    14848.373761       0.998397
    14850.177175       0.998026
    14851.981027       0.997607
    14853.786664       0.997136
    14855.591393       0.996605
    14857.396560       0.996005
    14859.203514       0.995322
    14861.009560       0.994538
    14862.816045       0.993628
    14864.624317       0.992560
    14866.431681       0.991294
    14868.239484       0.989780
    14870.049076       0.987959
    14871.857760       0.985760
    14873.666883       0.983102
    14875.477797       0.979893
    14877.287801       0.976030
    14879.098245       0.971400
    14880.910482       0.965877
    14882.721809       0.959329
    14884.533576       0.951617
    14886.347137       0.942595
    14888.159788       0.932117
    14889.972879       0.920036
    14891.787766       0.906215
    14893.601742       0.890524
    14895.416159       0.872854
    14897.232374       0.853116
    14899.047676       0.831253
    14900.863421       0.807237
    14902.679608       0.781085
    14904.497594       0.752852
    14906.314668       0.722643
    14908.132184       0.690606
    14909.951501       0.656935
    14911.769904       0.621868
    14913.588752       0.585679
    14915.409400       0.548672
    14917.229136       0.511177
    14919.049315       0.473534
    14920.871297       0.436090
    14922.692366       0.399186
    14924.513878       0.363146
    14926.337196       0.328273
    14928.159599       0.294835
    14929.982447       0.263064
    14931.807100       0.233151
    14933.630839       0.205240
    14935.455024       0.179432
    14937.281016       0.155780
    14939.106092       0.134298
    14940.931614       0.114959
    14942.758945       0.097703
    14944.585361       0.082440
    14946.412222       0.069058
    14948.240895       0.057427
    14950.068650       0.047406
    14951.896853       0.038846
    14953.726868       0.031596
    14955.555965       0.025509
    14957.385510       0.020442
    14959.216869       0.016259
    14961.047310       0.012835
    14962.878199       0.010057
    14964.710903       0.007820
    14966.542688       0.006036
    14968.374923       0.004623
    14970.208974       0.003514
    14972.042106       0.002651
    14973.875687       0.001985
    14975.711086       0.001475
    14977.545566       0.001088
    14979.380495       0.000796
    14981.217244       0.000578
    14983.053073       0.000417
    14984.889353       0.000298
    14986.726082       0.000212
    14988.564633       0.000149
    14990.402263       0.000104
    14992.240344       0.000072
    14994.080249       0.000050
    14995.919232       0.000034
    14997.758666       0.000023
    14999.599925       0.000016
    15001.440263       0.000010
    15003.281052       0.000007
    15005.123667       0.000005
    15006.965361       0.000003
    15008.807506       0.000002
    15010.651479       0.000001
    15012.494530       0.000001
    15014.338033       0.000000
    15016.183365       0.000000
