258, band 18 module 1 CCD column 730 from OLCI S3A spectral characterisation S3A_O_CCDB_V7.02_2015_20_11_OL/NetCDF/S3A_OL_CCDB_CHAR_AllFiles.20151120093949_1.nc4 created Fri Feb 12 17:55:38 2016
Number of data points:
200
Wavenumber (cm-1)   Filter response
    11185.588396       0.000000
    11186.768369       0.000000
    11187.948591       0.000000
    11189.129062       0.000000
    11190.309782       0.000000
    11191.490751       0.000000
    11192.671970       0.000000
    11193.853438       0.000000
    11195.035155       0.000000
    11196.217122       0.000000
    11197.399338       0.000000
    11198.581805       0.000000
    11199.765286       0.000000
    11200.948252       0.000000
    11202.131468       0.000000
    11203.314934       0.000000
    11204.498650       0.000000
    11205.682616       0.000001
    11206.866832       0.000001
    11208.051299       0.000002
    11209.236016       0.000005
    11210.420984       0.000010
    11211.606202       0.000020
    11212.791671       0.000040
    11213.977391       0.000075
    11215.163361       0.000140
    11216.349582       0.000255
    11217.536054       0.000455
    11218.722777       0.000794
    11219.909752       0.001355
    11221.097746       0.002263
    11222.285223       0.003698
    11223.472951       0.005912
    11224.660931       0.009248
    11225.849162       0.014157
    11227.037645       0.021205
    11228.226379       0.031080
    11229.415366       0.044577
    11230.604604       0.062566
    11231.794094       0.085936
    11232.983836       0.115518
    11234.173830       0.151982
    11235.364077       0.195725
    11236.554575       0.246753
    11237.745326       0.304589
    11238.936329       0.368212
    11240.127585       0.436054
    11241.319093       0.506064
    11242.510854       0.575850
    11243.703639       0.642886
    11244.895906       0.704757
    11246.088425       0.759422
    11247.281198       0.805445
    11248.474223       0.842161
    11249.667502       0.869739
    11250.861033       0.889131
    11252.054819       0.901905
    11253.248857       0.909988
    11254.443149       0.915365
    11255.637694       0.919778
    11256.832493       0.924485
    11258.027546       0.930118
    11259.222852       0.936668
    11260.418413       0.943591
    11261.614227       0.950015
    11262.810295       0.955001
    11264.006618       0.957803
    11265.203969       0.958071
    11266.400800       0.955958
    11267.597885       0.952104
    11268.795224       0.947510
    11269.992819       0.943328
    11271.190667       0.940614
    11272.388771       0.940096
    11273.587129       0.942017
    11274.785742       0.946084
    11275.984610       0.951530
    11277.183733       0.957285
    11278.383111       0.962208
    11279.582744       0.965340
    11280.782632       0.966116
    11281.982775       0.964504
    11283.183174       0.960973
    11284.383829       0.956421
    11285.584739       0.951976
    11286.786682       0.948746
    11287.988103       0.947571
    11289.189781       0.948841
    11290.391714       0.952410
    11291.593903       0.957625
    11292.796348       0.963471
    11293.999050       0.968800
    11295.202007       0.972634
    11296.405221       0.974205
    11297.608691       0.973311
    11298.812418       0.970292
    11300.016401       0.965955
    11301.220641       0.961398
    11302.425137       0.957770
    11303.629891       0.956015
    11304.834901       0.956667
    11306.040168       0.959734
    11307.245692       0.964680
    11308.452254       0.970564
    11309.658292       0.976245
    11310.864588       0.980616
    11312.071141       0.982857
    11313.277952       0.982615
    11314.485020       0.980081
    11315.692346       0.975953
    11316.899929       0.971277
    11318.107770       0.967223
    11319.315870       0.964826
    11320.524226       0.964757
    11321.732841       0.967176
    11322.941715       0.971696
    11324.150846       0.977468
    11325.360236       0.983367
    11326.569883       0.988238
    11327.779790       0.991153
    11328.989955       0.991609
    11330.201162       0.989646
    11331.411844       0.985835
    11332.622785       0.981153
    11333.833985       0.976773
    11335.045444       0.973797
    11336.257161       0.973025
    11337.469138       0.974768
    11338.681374       0.978786
    11339.893870       0.984335
    11341.106625       0.990329
    11342.319639       0.995572
    11343.532912       0.999021
    11344.746446       1.000000
    11345.960238       0.998341
    11347.174291       0.994396
    11348.388604       0.988933
    11349.603176       0.982924
    11350.818009       0.977278
    11352.033101       0.972566
    11353.249240       0.968800
    11354.464854       0.965318
    11355.680727       0.960797
    11356.896861       0.953400
    11358.113255       0.941022
    11359.329911       0.921609
    11360.546826       0.893477
    11361.764003       0.855585
    11362.981440       0.807718
    11364.199138       0.750544
    11365.417097       0.685555
    11366.635318       0.614895
    11367.853799       0.541117
    11369.072542       0.466909
    11370.291546       0.394829
    11371.510812       0.327080
    11372.730339       0.265364
    11373.950128       0.210803
    11375.170968       0.163941
    11376.391280       0.124801
    11377.611854       0.092988
    11378.832690       0.067808
    11380.053788       0.048391
    11381.275149       0.033795
    11382.496771       0.023096
    11383.718656       0.015446
    11384.940803       0.010108
    11386.163213       0.006472
    11387.385885       0.004056
    11388.608819       0.002487
    11389.832017       0.001492
    11391.055477       0.000876
    11392.279200       0.000503
    11393.503186       0.000283
    11394.727435       0.000156
    11395.951947       0.000084
    11397.177515       0.000044
    11398.402554       0.000023
    11399.627856       0.000011
    11400.853422       0.000006
    11402.079251       0.000003
    11403.305344       0.000001
    11404.531700       0.000001
    11405.758321       0.000000
    11406.985205       0.000000
    11408.212353       0.000000
    11409.439765       0.000000
    11410.667442       0.000000
    11411.895383       0.000000
    11413.123588       0.000000
    11414.352057       0.000000
    11415.580791       0.000000
    11416.809789       0.000000
    11418.039052       0.000000
    11419.269376       0.000000
    11420.499169       0.000000
    11421.729226       0.000000
    11422.959549       0.000000
    11424.190137       0.000000
    11425.420990       0.000000
