165, band 11 module 5 CCD column 730 from OLCI S3A spectral characterisation S3A_O_CCDB_V7.02_2015_20_11_OL/NetCDF/S3A_OL_CCDB_CHAR_AllFiles.20151120093949_1.nc4 created Fri Feb 12 17:55:38 2016
Number of data points:
200
Wavenumber (cm-1)   Filter response
    13908.998105       0.000000
    13910.822661       0.000000
    13912.647696       0.000000
    13914.474391       0.000000
    13916.300384       0.000000
    13918.126857       0.000000
    13919.954991       0.000000
    13921.782423       0.000000
    13923.610335       0.000000
    13925.439910       0.000000
    13927.268783       0.000000
    13929.098136       0.000001
    13930.929154       0.000001
    13932.759469       0.000002
    13934.590264       0.000004
    13936.422727       0.000007
    13938.254485       0.000013
    13940.086726       0.000023
    13941.920634       0.000040
    13943.753838       0.000069
    13945.587525       0.000118
    13947.422881       0.000198
    13949.257532       0.000326
    13951.093855       0.000529
    13952.929472       0.000845
    13954.765573       0.001328
    13956.603346       0.002056
    13958.440414       0.003131
    13960.277965       0.004694
    13962.117190       0.006927
    13963.955710       0.010062
    13965.794714       0.014386
    13967.635393       0.020248
    13969.475366       0.028053
    13971.315824       0.038260
    13973.157959       0.051371
    13974.999388       0.067905
    13976.841302       0.088373
    13978.684895       0.113242
    13980.527780       0.142890
    13982.371152       0.177560
    13984.216204       0.217316
    13986.060548       0.262008
    13987.905379       0.311236
    13989.751892       0.364351
    13991.597697       0.420460
    13993.443989       0.478464
    13995.291965       0.537113
    13997.139232       0.595086
    13998.986987       0.651077
    14000.836427       0.703889
    14002.685159       0.752519
    14004.534378       0.796224
    14006.385284       0.834563
    14008.235481       0.867413
    14010.086167       0.894940
    14011.938541       0.917553
    14013.790206       0.935834
    14015.642360       0.950451
    14017.496204       0.962078
    14019.349338       0.971331
    14021.202962       0.978715
    14023.058276       0.984604
    14024.912881       0.989248
    14026.767977       0.992797
    14028.624765       0.995343
    14030.480843       0.996962
    14032.337412       0.997753
    14034.195675       0.997858
    14036.053227       0.997467
    14037.911271       0.996807
    14039.771011       0.996109
    14041.630039       0.995577
    14043.489560       0.995354
    14045.350778       0.995496
    14047.211285       0.995972
    14049.072285       0.996669
    14050.934982       0.997423
    14052.796969       0.998053
    14054.659449       0.998408
    14056.523629       0.998394
    14058.387097       0.998003
    14060.251059       0.997309
    14062.116723       0.996455
    14063.981674       0.995624
    14065.848328       0.994998
    14067.714270       0.994719
    14069.580706       0.994858
    14071.448846       0.995403
    14073.316274       0.996258
    14075.184198       0.997266
    14077.053827       0.998240
    14078.922742       0.999009
    14080.792155       0.999449
    14082.663274       0.999507
    14084.533679       0.999218
    14086.404582       0.998689
    14088.277193       0.998077
    14090.149090       0.997552
    14092.021485       0.997259
    14093.895590       0.997286
    14095.768981       0.997587
    14097.642870       0.998130
    14099.518470       0.998803
    14101.393356       0.999442
    14103.268741       0.999882
    14105.145839       1.000000
    14107.022221       0.999742
    14108.899104       0.999131
    14110.777701       0.998270
    14112.655582       0.997311
    14114.533964       0.996424
    14116.414062       0.995737
    14118.293444       0.995387
    14120.173327       0.995405
    14122.054928       0.995737
    14123.935813       0.996262
    14125.817198       0.996816
    14127.700304       0.997228
    14129.582693       0.997358
    14131.465583       0.997129
    14133.350195       0.996541
    14135.234090       0.995675
    14137.118487       0.994669
    14139.004607       0.993692
    14140.890010       0.992904
    14142.775915       0.992417
    14144.663545       0.992270
    14146.550457       0.992414
    14148.437873       0.992720
    14150.327015       0.992997
    14152.215438       0.993023
    14154.104366       0.992578
    14155.995022       0.991470
    14157.884959       0.989553
    14159.775400       0.986718
    14161.667571       0.982876
    14163.559023       0.977925
    14165.450980       0.971703
    14167.344668       0.963957
    14169.237637       0.954314
    14171.131112       0.942280
    14173.026319       0.927256
    14174.920807       0.908589
    14176.815801       0.885635
    14178.712529       0.857842
    14180.608537       0.824824
    14182.505053       0.786434
    14184.403303       0.742810
    14186.300834       0.694399
    14188.200101       0.641939
    14190.098647       0.586424
    14191.997702       0.529033
    14193.898495       0.471047
    14195.798567       0.413764
    14197.699148       0.358404
    14199.601468       0.306041
    14201.503067       0.257544
    14203.405176       0.213545
    14205.309026       0.174425
    14207.212155       0.140328
    14209.115793       0.111182
    14211.021174       0.086744
    14212.925834       0.066638
    14214.831004       0.050402
    14216.737918       0.037531
    14218.644110       0.027513
    14220.550814       0.019855
    14222.459263       0.014105
    14224.366990       0.009863
    14226.275229       0.006789
    14228.185215       0.004600
    14230.094478       0.003068
    14232.004254       0.002014
    14233.915779       0.001301
    14235.826581       0.000828
    14237.737896       0.000518
    14239.650962       0.000319
    14241.563304       0.000194
    14243.476159       0.000116
    14245.390767       0.000068
    14247.304652       0.000039
    14249.219050       0.000022
    14251.135202       0.000013
    14253.050630       0.000007
    14254.966573       0.000004
    14256.884272       0.000002
    14258.801246       0.000001
    14260.718735       0.000001
    14262.637982       0.000000
    14264.556504       0.000000
    14266.475541       0.000000
    14268.396338       0.000000
    14270.316409       0.000000
    14272.236997       0.000000
    14274.159346       0.000000
    14276.080968       0.000000
    14278.003108       0.000000
    14279.927011       0.000000
    14281.850186       0.000000
