156, band 11 module 2 CCD column 730 from OLCI S3A spectral characterisation S3A_O_CCDB_V7.02_2015_20_11_OL/NetCDF/S3A_OL_CCDB_CHAR_AllFiles.20151120093949_1.nc4 created Fri Feb 12 17:55:38 2016
Number of data points:
200
Wavenumber (cm-1)   Filter response
    13917.812362       0.000000
    13919.640414       0.000000
    13921.468946       0.000000
    13923.297959       0.000000
    13925.127452       0.000000
    13926.957426       0.000000
    13928.787882       0.000000
    13930.618818       0.000000
    13932.450236       0.000000
    13934.282136       0.000000
    13936.114517       0.000000
    13937.947380       0.000000
    13939.780726       0.000000
    13941.614554       0.000000
    13943.448864       0.000000
    13945.283657       0.000001
    13947.118933       0.000001
    13948.954692       0.000003
    13950.790935       0.000005
    13952.627661       0.000010
    13954.464871       0.000019
    13956.302564       0.000035
    13958.140742       0.000065
    13959.979404       0.000118
    13961.818551       0.000209
    13963.658182       0.000364
    13965.498298       0.000621
    13967.338899       0.001040
    13969.179985       0.001707
    13971.021557       0.002747
    13972.863614       0.004337
    13974.706157       0.006716
    13976.549186       0.010200
    13978.392702       0.015193
    13980.236703       0.022196
    13982.081191       0.031807
    13983.926166       0.044705
    13985.771629       0.061634
    13987.617578       0.083354
    13989.464014       0.110584
    13991.310938       0.143932
    13993.158350       0.183806
    13995.006250       0.230329
    13996.854638       0.283267
    13998.703514       0.341968
    14000.552878       0.405348
    14002.402732       0.471914
    14004.253074       0.539845
    14006.103905       0.607112
    14007.955226       0.671648
    14009.807036       0.731528
    14011.659336       0.785155
    14013.512125       0.831414
    14015.365405       0.869771
    14017.219175       0.900300
    14019.073435       0.923642
    14020.928186       0.940878
    14022.783428       0.953356
    14024.640362       0.962488
    14026.496586       0.969555
    14028.353302       0.975547
    14030.210510       0.981075
    14032.068209       0.986350
    14033.926400       0.991245
    14035.785084       0.995413
    14037.644260       0.998441
    14039.503928       1.000000
    14041.364090       0.999966
    14043.224744       0.998481
    14045.085892       0.995950
    14046.947533       0.992970
    14048.809667       0.990211
    14050.672295       0.988281
    14052.535417       0.987595
    14054.399034       0.988288
    14056.263145       0.990191
    14058.127750       0.992867
    14059.992850       0.995710
    14061.858445       0.998076
    14063.724535       0.999427
    14065.591120       0.999445
    14067.458202       0.998107
    14069.325778       0.995686
    14071.193851       0.992694
    14073.062420       0.989767
    14074.931485       0.987527
    14076.801047       0.986445
    14078.671105       0.986739
    14080.541661       0.988326
    14082.412713       0.990841
    14084.284263       0.993714
    14086.156311       0.996301
    14088.028856       0.998019
    14089.901899       0.998477
    14091.775440       0.997563
    14093.649479       0.995462
    14095.524017       0.992670
    14097.399054       0.989777
    14099.274590       0.987389
    14101.150624       0.986030
    14103.027158       0.985996
    14104.904192       0.987294
    14106.781725       0.989635
    14108.659758       0.992504
    14110.538291       0.995267
    14112.417325       0.997314
    14114.296859       0.998193
    14116.176894       0.997668
    14118.057430       0.995882
    14119.938467       0.993214
    14121.820005       0.990238
    14123.702044       0.987593
    14125.584586       0.985846
    14127.467629       0.985368
    14129.351174       0.986249
    14131.235222       0.988281
    14133.119772       0.991005
    14135.004825       0.993809
    14136.890381       0.996064
    14138.776440       0.997262
    14140.663002       0.997129
    14142.550068       0.995679
    14144.437638       0.993219
    14146.325711       0.990275
    14148.214289       0.987478
    14150.103371       0.985429
    14151.992957       0.984558
    14153.883048       0.985040
    14155.773644       0.986744
    14157.664746       0.989270
    14159.556352       0.992024
    14161.448464       0.994350
    14163.341082       0.995660
    14165.234206       0.995551
    14167.127836       0.993876
    14169.021973       0.990749
    14170.916615       0.986482
    14172.811765       0.981472
    14174.707422       0.976048
    14176.604812       0.970327
    14178.501484       0.964099
    14180.398663       0.956765
    14182.296350       0.947352
    14184.194544       0.934609
    14186.093247       0.917156
    14187.992459       0.893677
    14189.892179       0.863119
    14191.792408       0.824863
    14193.693145       0.778839
    14195.594392       0.725576
    14197.496149       0.666175
    14199.398415       0.602209
    14201.301191       0.535568
    14203.204477       0.468287
    14205.108273       0.402362
    14207.012579       0.339586
    14208.917397       0.281431
    14210.822725       0.228966
    14212.728564       0.182836
    14214.634914       0.143276
    14216.541776       0.110169
    14218.449149       0.083113
    14220.357035       0.061515
    14222.265432       0.044665
    14224.174342       0.031813
    14226.083764       0.022227
    14227.993699       0.015233
    14229.904147       0.010240
    14231.815108       0.006752
    14233.726582       0.004367
    14235.638570       0.002770
    14237.551072       0.001724
    14239.464087       0.001052
    14241.377617       0.000630
    14243.291661       0.000370
    14245.206219       0.000213
    14247.121293       0.000120
    14249.036881       0.000067
    14250.952985       0.000036
    14252.869604       0.000019
    14254.786738       0.000010
    14256.704388       0.000005
    14258.622555       0.000003
    14260.541237       0.000001
    14262.460436       0.000001
    14264.380152       0.000000
    14266.300385       0.000000
    14268.221134       0.000000
    14270.142401       0.000000
    14272.064185       0.000000
    14273.986487       0.000000
    14275.909307       0.000000
    14277.832645       0.000000
    14279.756502       0.000000
    14281.680876       0.000000
    14283.605770       0.000000
    14285.531183       0.000000
    14287.457114       0.000000
    14289.383565       0.000000
    14291.310536       0.000000
