253, band 17 module 5 CCD column 10 from OLCI S3A spectral characterisation S3A_O_CCDB_V7.02_2015_20_11_OL/NetCDF/S3A_OL_CCDB_CHAR_AllFiles.20151120093949_1.nc4 created Fri Feb 12 17:55:38 2016
Number of data points:
200
Wavenumber (cm-1)   Filter response
    11366.078610       0.000000
    11367.946872       0.000000
    11369.816538       0.000000
    11371.686818       0.000000
    11373.556924       0.000000
    11375.428436       0.000000
    11377.300563       0.000000
    11379.172517       0.000000
    11381.045877       0.000000
    11382.919854       0.000001
    11384.793657       0.000003
    11386.668868       0.000008
    11388.544698       0.000021
    11390.421145       0.000051
    11392.297419       0.000119
    11394.175103       0.000268
    11396.053407       0.000582
    11397.931537       0.001212
    11399.811079       0.002424
    11401.691242       0.004655
    11403.571230       0.008585
    11405.452633       0.015207
    11407.334657       0.025872
    11409.217302       0.042282
    11411.099774       0.066385
    11412.983662       0.100156
    11414.868172       0.145237
    11416.752510       0.202511
    11418.638265       0.271657
    11420.524643       0.350849
    11422.410848       0.436714
    11424.298473       0.524643
    11426.186722       0.609460
    11428.074798       0.686309
    11429.964296       0.751553
    11431.854419       0.803410
    11433.745166       0.842122
    11435.635742       0.869597
    11437.527740       0.888657
    11439.420366       0.902134
    11441.312818       0.912157
    11443.206696       0.919840
    11445.101201       0.925438
    11446.995534       0.928829
    11448.891294       0.930056
    11450.787682       0.929652
    11452.684698       0.928615
    11454.581543       0.928056
    11456.479816       0.928735
    11458.378719       0.930728
    11460.277450       0.933421
    11462.177612       0.935832
    11464.078405       0.937114
    11465.979025       0.936985
    11467.881079       0.935875
    11469.783763       0.934707
    11471.686276       0.934434
    11473.590224       0.935559
    11475.494804       0.937881
    11477.400016       0.940593
    11479.305056       0.942693
    11481.211534       0.943486
    11483.118645       0.942933
    11485.025585       0.941677
    11486.933963       0.940714
    11488.842976       0.940894
    11490.751817       0.942491
    11492.662099       0.945064
    11494.573017       0.947682
    11496.484570       0.949387
    11498.395951       0.949683
    11500.308776       0.948782
    11502.222237       0.947501
    11504.135528       0.946850
    11506.050262       0.947519
    11507.965635       0.949537
    11509.880837       0.952251
    11511.797485       0.954655
    11513.714771       0.955901
    11515.631887       0.955722
    11517.550451       0.954570
    11519.469654       0.953388
    11521.389498       0.953135
    11523.309170       0.954303
    11525.230294       0.956666
    11527.152057       0.959397
    11529.073651       0.961482
    11530.996697       0.962232
    11532.920385       0.961629
    11534.843902       0.960340
    11536.768874       0.959376
    11538.694488       0.959586
    11540.620745       0.961229
    11542.546832       0.963840
    11544.474376       0.966467
    11546.402563       0.968149
    11548.330581       0.968399
    11550.260057       0.967455
    11552.190178       0.966153
    11554.120129       0.965515
    11556.051540       0.966160
    11557.983598       0.968125
    11559.915485       0.970767
    11561.848835       0.973069
    11563.782831       0.974181
    11565.717474       0.973855
    11567.651948       0.972567
    11569.587886       0.971211
    11571.524473       0.970795
    11573.460890       0.971818
    11575.398773       0.974033
    11577.337306       0.976591
    11579.275669       0.978470
    11581.215500       0.978989
    11583.155982       0.978153
    11585.097113       0.976650
    11587.038076       0.975505
    11588.980509       0.975561
    11590.923594       0.977059
    11592.866510       0.979510
    11594.810897       0.981947
    11596.755938       0.983407
    11598.700810       0.983422
    11600.647155       0.982248
    11602.594154       0.980746
    11604.540985       0.979938
    11606.489291       0.980498
    11608.438252       0.982413
    11610.387867       0.984983
    11612.337315       0.987180
    11614.288240       0.988163
    11616.239821       0.987702
    11618.191234       0.986295
    11620.144127       0.984918
    11622.097677       0.984532
    11624.051058       0.985596
    11626.005922       0.987844
    11627.961443       0.990407
    11629.917622       0.992261
    11631.873634       0.992736
    11633.831130       0.991859
    11635.789285       0.990338
    11637.747272       0.989204
    11639.706745       0.989296
    11641.666879       0.990835
    11643.626845       0.993311
    11645.588299       0.995742
    11647.550414       0.997168
    11649.513190       0.997136
    11651.475799       0.995924
    11653.439899       0.994403
    11655.404660       0.993594
    11657.369255       0.994144
    11659.335343       0.995981
    11661.302093       0.998320
    11663.268677       1.000000
    11665.236754       0.999961
    11667.205496       0.997615
    11669.174072       0.992877
    11671.144143       0.985828
    11673.114880       0.976152
    11675.086282       0.962625
    11677.057518       0.942955
    11679.030253       0.914098
    11681.003654       0.873021
    11682.976889       0.817654
    11684.951624       0.747703
    11686.927026       0.665039
    11688.902263       0.573538
    11690.879002       0.478410
    11692.856410       0.385247
    11694.834486       0.299067
    11696.812397       0.223581
    11698.791813       0.160846
    11700.771898       0.111292
    11702.751818       0.074032
    11704.733244       0.047333
    11706.715342       0.029081
    11708.697274       0.017167
    11710.680714       0.009736
    11712.664826       0.005304
    11714.648774       0.002776
    11716.634231       0.001396
    11718.620361       0.000674
    11720.607165       0.000313
    11722.593804       0.000139
    11724.581956       0.000060
    11726.570782       0.000024
    11728.559443       0.000010
    11730.549619       0.000004
    11732.540470       0.000001
    11734.531157       0.000000
    11736.523360       0.000000
    11738.516240       0.000000
    11740.509796       0.000000
    11742.503189       0.000000
    11744.498100       0.000000
    11746.493689       0.000000
    11748.489114       0.000000
    11750.486059       0.000000
