2, band 1 module 1 CCD column 374 from OLCI S3A spectral characterisation S3A_O_CCDB_V7.02_2015_20_11_OL/NetCDF/S3A_OL_CCDB_CHAR_AllFiles.20151120093949_1.nc4 created Fri Feb 12 17:55:38 2016
Number of data points:
161
Wavenumber (cm-1)   Filter response
    24318.397646       0.000000
    24325.407557       0.000000
    24332.423318       0.000000
    24339.441319       0.000000
    24346.463369       0.000000
    24353.491283       0.000000
    24360.521444       0.000000
    24367.555664       0.000000
    24374.595762       0.000000
    24381.638115       0.000000
    24388.684538       0.000000
    24395.736851       0.000000
    24402.791427       0.000001
    24409.850084       0.000003
    24416.914645       0.000006
    24423.981476       0.000014
    24431.052398       0.000030
    24438.129239       0.000064
    24445.208357       0.000132
    24452.291578       0.000266
    24459.380730       0.000519
    24466.472167       0.000983
    24473.567718       0.001810
    24480.669214       0.003234
    24487.773003       0.005611
    24494.880915       0.009455
    24501.994787       0.015471
    24509.110960       0.024584
    24516.231267       0.037938
    24523.357548       0.056861
    24530.486136       0.082778
    24537.618870       0.117000
    24544.757592       0.160630
    24551.898629       0.214308
    24559.043822       0.277936
    24566.195017       0.350524
    24573.348536       0.430110
    24580.506221       0.513842
    24587.669923       0.598222
    24594.835955       0.679135
    24602.006166       0.752135
    24609.182406       0.815432
    24616.360985       0.867399
    24623.543754       0.907706
    24630.732567       0.937245
    24637.923726       0.957833
    24645.119085       0.971744
    24652.320503       0.981206
    24659.524275       0.987993
    24666.732258       0.993146
    24673.946314       0.997004
    24681.162732       0.999402
    24688.383373       1.000000
    24695.610101       0.998610
    24702.839198       0.995426
    24710.072529       0.991067
    24717.311962       0.986442
    24724.553773       0.982476
    24731.799828       0.979805
    24739.051999       0.978593
    24746.306556       0.978477
    24753.565369       0.978702
    24760.830313       0.978390
    24768.097650       0.976853
    24775.369255       0.973833
    24782.647004       0.969612
    24789.927155       0.964868
    24797.211585       0.960475
    24804.502175       0.957185
    24811.795174       0.955360
    24819.092463       0.954846
    24826.395926       0.955027
    24833.701807       0.955044
    24841.011989       0.954107
    24848.328361       0.951757
    24855.647158       0.948028
    24862.970268       0.943450
    24870.299581       0.938851
    24877.631329       0.935067
    24884.967400       0.932648
    24892.309691       0.931666
    24899.654423       0.931689
    24907.003491       0.931938
    24914.358792       0.931555
    24921.716544       0.929912
    24929.078643       0.926829
    24936.446990       0.922633
    24943.817796       0.918044
    24951.192960       0.913915
    24958.574388       0.910936
    24965.958282       0.906467
    24973.346547       0.901535
    24980.741090       0.897121
    24988.138108       0.892382
    24995.539508       0.886600
    25002.947201       0.879427
    25010.357378       0.871008
    25017.771948       0.861921
    25025.192827       0.852854
    25032.616197       0.844211
    25040.043973       0.836881
    25047.478073       0.830822
    25054.914672       0.825545
    25062.355689       0.820296
    25069.803044       0.814321
    25077.252908       0.807131
    25084.707201       0.798671
    25092.167848       0.789551
    25099.631012       0.780311
    25107.098617       0.771631
    25114.572591       0.764055
    25122.049091       0.757727
    25129.530043       0.752354
    25137.017380       0.747311
    25144.507251       0.741868
    25152.001587       0.735541
    25159.502323       0.728196
    25167.005601       0.719843
    25174.513356       0.711032
    25182.027527       0.702463
    25189.544248       0.694743
    25197.065459       0.688169
    25204.593100       0.682633
    25212.123301       0.677666
    25219.658003       0.672857
    25227.199152       0.667365
    25234.742869       0.660802
    25242.291098       0.653189
    25249.845791       0.644917
    25257.403060       0.636599
    25264.964854       0.628854
    25272.533126       0.622092
    25280.103984       0.616498
    25287.679379       0.611784
    25295.261268       0.607244
    25302.845752       0.602268
    25310.434784       0.596409
    25318.030327       0.589536
    25325.628473       0.581877
    25333.231180       0.573931
    25340.840413       0.566295
    25348.452258       0.559696
    25356.068676       0.554060
    25363.691637       0.549231
    25371.317218       0.544761
    25378.947385       0.540067
    25386.584111       0.534618
    25394.223465       0.528103
    25401.867419       0.520496
    25409.517946       0.512170
    25417.171111       0.503374
    25424.828888       0.494182
    25432.493254       0.484483
    25440.160268       0.473769
    25447.831906       0.461163
    25455.510149       0.445577
    25463.191049       0.425951
    25470.876585       0.401559
    25478.568743       0.372293
    25486.263567       0.338327
    25493.963039       0.300656
