18, band 2 module 1 CCD column 730 from OLCI S3A spectral characterisation S3A_O_CCDB_V7.02_2015_20_11_OL/NetCDF/S3A_OL_CCDB_CHAR_AllFiles.20151120093949_1.nc4 created Fri Feb 12 17:55:38 2016
Number of data points:
200
Wavenumber (cm-1)   Filter response
    23728.711197       0.000000
    23733.994420       0.000000
    23739.279996       0.000000
    23744.569647       0.000000
    23749.859935       0.000000
    23755.152580       0.000000
    23760.449308       0.000000
    23765.746675       0.000000
    23771.046404       0.000000
    23776.350223       0.000000
    23781.654683       0.000000
    23786.961510       0.000000
    23792.272434       0.000000
    23797.584002       0.000000
    23802.897942       0.000000
    23808.215985       0.000001
    23813.534675       0.000001
    23818.855741       0.000003
    23824.180918       0.000006
    23829.506744       0.000011
    23834.834952       0.000020
    23840.167277       0.000037
    23845.500253       0.000067
    23850.835616       0.000119
    23856.173367       0.000208
    23861.515245       0.000356
    23866.857778       0.000599
    23872.202704       0.000988
    23877.551764       0.001600
    23882.901481       0.002544
    23888.253596       0.003969
    23893.609852       0.006081
    23898.966768       0.009146
    23904.326086       0.013502
    23909.689554       0.019565
    23915.053683       0.027828
    23920.420219       0.038856
    23925.790912       0.053260
    23931.162269       0.071667
    23936.536038       0.094679
    23941.913971       0.122810
    23947.292570       0.156442
    23952.673587       0.195762
    23958.058774       0.240606
    23963.444631       0.290520
    23968.832910       0.344701
    23974.225366       0.402015
    23979.618495       0.461044
    23985.014051       0.520180
    23990.413791       0.577743
    23995.814207       0.632124
    24001.217054       0.681927
    24006.624093       0.726080
    24012.031810       0.763961
    24017.441964       0.795423
    24022.854556       0.820764
    24028.271350       0.840665
    24033.688824       0.856068
    24039.108742       0.868030
    24044.532870       0.877572
    24049.957681       0.885553
    24055.384940       0.892579
    24060.816416       0.898969
    24066.248577       0.904760
    24071.683192       0.909841
    24077.122031       0.913993
    24082.561559       0.917013
    24088.003545       0.918819
    24093.449763       0.919497
    24098.896671       0.919320
    24104.346043       0.918706
    24109.799653       0.918144
    24115.253958       0.918095
    24120.710731       0.918893
    24126.171750       0.920679
    24131.633465       0.923397
    24137.097654       0.926769
    24142.566097       0.930374
    24148.035238       0.933744
    24153.506858       0.936463
    24158.982739       0.938261
    24164.459322       0.939074
    24169.938388       0.939057
    24175.421723       0.938547
    24180.905763       0.938051
    24186.392290       0.937986
    24191.881309       0.938690
    24197.374606       0.940349
    24202.868610       0.942930
    24208.365110       0.946191
    24213.865896       0.949730
    24219.367393       0.953079
    24224.871390       0.955807
    24230.379681       0.957615
    24235.888686       0.958395
    24241.400195       0.958076
    24246.916007       0.957198
    24252.432533       0.956213
    24257.951571       0.955598
    24263.474918       0.955752
    24268.998983       0.956900
    24274.525564       0.959050
    24280.056462       0.961983
    24285.588081       0.965307
    24291.122221       0.968537
    24296.660685       0.971182
    24302.199873       0.972883
    24307.741587       0.973543
    24313.287633       0.973251
    24318.834406       0.972307
    24324.383710       0.971162
    24329.937354       0.970311
    24335.491727       0.970186
    24341.048637       0.971060
    24346.609894       0.972983
    24352.171883       0.975772
    24357.736413       0.979021
    24363.303488       0.982260
    24368.874920       0.985009
    24374.447088       0.986884
    24380.021804       0.987695
    24385.600886       0.987489
    24391.180706       0.986540
    24396.763081       0.985288
    24402.349828       0.984242
    24407.937317       0.983867
    24413.527365       0.984476
    24419.121794       0.986129
    24424.716967       0.988712
    24430.314704       0.991854
    24435.916830       0.995050
    24441.519703       0.997757
    24447.125146       0.999508
    24452.734986       1.000000
    24458.345574       0.999138
    24463.958739       0.997028
    24469.576307       0.993908
    24475.194628       0.990029
    24480.815529       0.985553
    24486.440843       0.980444
    24492.066911       0.974336
    24497.695566       0.966521
    24503.328640       0.955987
    24508.962473       0.941514
    24514.598897       0.921828
    24520.239749       0.895777
    24525.881361       0.862508
    24531.525571       0.821612
    24537.172378       0.772794
    24542.823625       0.717116
    24548.475635       0.655915
    24554.130250       0.590817
    24559.789311       0.523704
    24565.449140       0.456546
    24571.111577       0.391237
    24576.778470       0.329445
    24582.446132       0.272507
    24588.116409       0.221370
    24593.791149       0.176529
    24599.466661       0.137971
    24605.144794       0.105853
    24610.827397       0.079711
    24616.510776       0.058912
    24622.196781       0.042730
    24627.887264       0.030415
    24633.578526       0.021245
    24639.272420       0.014562
    24644.970799       0.009794
    24650.669961       0.006464
    24656.371759       0.004186
    24662.078051       0.002660
    24667.785128       0.001658
    24673.494847       0.001015
    24679.209069       0.000609
    24684.924079       0.000359
    24690.641736       0.000207
    24696.363904       0.000118
    24702.086862       0.000065
    24707.812473       0.000036
    24713.540740       0.000019
    24719.273527       0.000010
    24725.007110       0.000005
    24730.743353       0.000003
    24736.484125       0.000001
    24742.225695       0.000001
    24747.969931       0.000000
    24753.718705       0.000000
    24759.468279       0.000000
    24765.220525       0.000000
    24770.977317       0.000000
    24776.734912       0.000000
    24782.495185       0.000000
    24788.260011       0.000000
    24794.025645       0.000000
    24799.793961       0.000000
    24805.566839       0.000000
    24811.340527       0.000000
    24817.116904       0.000000
    24822.897851       0.000000
    24828.679610       0.000000
