245, band 17 module 2 CCD column 374 from OLCI S3A spectral characterisation S3A_O_CCDB_V7.02_2015_20_11_OL/NetCDF/S3A_OL_CCDB_CHAR_AllFiles.20151120093949_1.nc4 created Fri Feb 12 17:55:38 2016
Number of data points:
200
Wavenumber (cm-1)   Filter response
    11366.532804       0.000000
    11368.402004       0.000000
    11370.271819       0.000000
    11372.142250       0.000000
    11374.013295       0.000000
    11375.885747       0.000000
    11377.758025       0.000000
    11379.630919       0.000000
    11381.504430       0.000000
    11383.378558       0.000000
    11385.253303       0.000000
    11387.128666       0.000001
    11389.004647       0.000004
    11390.882038       0.000011
    11392.759256       0.000030
    11394.637093       0.000077
    11396.515549       0.000189
    11398.394624       0.000447
    11400.274319       0.001004
    11402.154634       0.002152
    11404.035570       0.004399
    11405.917920       0.008578
    11407.800097       0.015955
    11409.682896       0.028306
    11411.566316       0.047905
    11413.450358       0.077351
    11415.335023       0.119180
    11417.220310       0.175278
    11419.106219       0.246162
    11420.993548       0.330336
    11422.880705       0.423976
    11424.768485       0.521165
    11426.656890       0.614779
    11428.545918       0.697899
    11430.435572       0.765368
    11432.325850       0.814988
    11434.216754       0.847894
    11436.109082       0.867919
    11438.001237       0.880140
    11439.894019       0.889144
    11441.787427       0.897672
    11443.681463       0.906178
    11445.576125       0.913388
    11447.471415       0.917566
    11449.367332       0.917827
    11451.264678       0.914874
    11453.161853       0.910823
    11455.059656       0.908241
    11456.958088       0.908906
    11458.857150       0.912938
    11460.756841       0.918749
    11462.657162       0.923849
    11464.558113       0.926101
    11466.460498       0.924799
    11468.362711       0.921032
    11470.265556       0.917129
    11472.169032       0.915494
    11474.073140       0.917389
    11475.977880       0.922298
    11477.883252       0.928184
    11479.789258       0.932516
    11481.696701       0.933542
    11483.603973       0.931177
    11485.511879       0.927043
    11487.420419       0.923659
    11489.329594       0.923167
    11491.239403       0.926255
    11493.149847       0.931805
    11495.060927       0.937457
    11496.973448       0.940798
    11498.885800       0.940576
    11500.798787       0.937333
    11502.712412       0.933138
    11504.626673       0.930540
    11506.541571       0.931288
    11508.457107       0.935444
    11510.373281       0.941353
    11512.290902       0.946475
    11514.208353       0.948661
    11516.126443       0.947243
    11518.045172       0.943367
    11519.964540       0.939421
    11521.884548       0.937832
    11523.805196       0.939840
    11525.726485       0.944874
    11527.649226       0.950835
    11529.571797       0.955158
    11531.495009       0.956095
    11533.418863       0.953609
    11535.343359       0.949384
    11537.268497       0.945987
    11539.194278       0.945568
    11541.120702       0.948779
    11543.048582       0.954435
    11544.976293       0.960126
    11546.904649       0.963417
    11548.833648       0.963078
    11550.763292       0.959709
    11552.693581       0.955437
    11554.624516       0.952849
    11556.556096       0.953527
    11558.489137       0.957629
    11560.422009       0.963450
    11562.355528       0.968402
    11564.289694       0.970333
    11566.224507       0.968612
    11568.159967       0.964449
    11570.096075       0.960182
    11572.032832       0.958359
    11573.971055       0.960192
    11575.909109       0.965053
    11577.847812       0.970785
    11579.787165       0.974792
    11581.727167       0.975345
    11583.667820       0.972455
    11585.609123       0.967870
    11587.551897       0.964192
    11589.494502       0.963567
    11591.437759       0.966606
    11593.381668       0.972070
    11595.326229       0.977499
    11597.271442       0.980449
    11599.217308       0.979723
    11601.163827       0.975978
    11603.111821       0.971391
    11605.059647       0.968567
    11607.008128       0.969222
    11608.957263       0.973320
    11610.907053       0.979091
    11612.857497       0.983918
    11614.808597       0.985660
    11616.760353       0.983729
    11618.713589       0.979389
    11620.666658       0.975118
    11622.620383       0.973361
    11624.574765       0.975298
    11626.529805       0.980247
    11628.485503       0.986007
    11630.441858       0.989967
    11632.398872       0.990423
    11634.357371       0.987435
    11636.315703       0.982799
    11638.274694       0.979143
    11640.234345       0.978603
    11642.194656       0.981745
    11644.155627       0.987280
    11646.117260       0.992712
    11648.079553       0.995593
    11650.043336       0.994764
    11652.006952       0.990930
    11653.971231       0.986315
    11655.936172       0.983532
    11657.901776       0.984271
    11659.868042       0.988434
    11661.834972       0.994170
    11663.802566       0.998777
    11665.771655       1.000000
    11667.740577       0.997054
    11669.710165       0.990821
    11671.680417       0.983087
    11673.651335       0.975149
    11675.622918       0.966478
    11677.595168       0.954101
    11679.568084       0.933065
    11681.542500       0.897868
    11683.516750       0.844323
    11685.491668       0.771136
    11687.467253       0.680616
    11689.443506       0.578307
    11691.420428       0.471718
    11693.398019       0.368649
    11695.376279       0.275645
    11697.356043       0.197008
    11699.335643       0.134505
    11701.315912       0.087684
    11703.296852       0.054565
    11705.278463       0.032406
    11707.260745       0.018366
    11709.243699       0.009931
    11711.227324       0.005124
    11713.212459       0.002522
    11715.197430       0.001185
    11717.183073       0.000531
    11719.169390       0.000227
    11721.156380       0.000093
    11723.144044       0.000036
    11725.132382       0.000013
    11727.121395       0.000005
    11729.111922       0.000002
    11731.102285       0.000001
    11733.093324       0.000000
    11735.085039       0.000000
    11737.077430       0.000000
    11739.070498       0.000000
    11741.064243       0.000000
    11743.058665       0.000000
    11745.054607       0.000000
    11747.050386       0.000000
    11749.046842       0.000000
    11751.043977       0.000000
